id,sentence,num_aspect_terms,aspect_terms,at_polarity
3094,मैंने कभी ऐसा कुछ नहीं खाया।,0,[],[]
1717,"हाँ, crowd इसे थोड़ा seriously ले सकती है, लेकिन ऐसा नहीं होना चाहिए। ",0,[],[]
3663,और उन्होने house में एक delicious dessert provide कराया था।,1,['dessert'],['positive']
3250,"वे फिर भी dark ages में जी रहे हैं और उनके पास answering machine नहीं है, इसलिए अगर आप reservation करना चाहते हैं तो आप limited हैं।",1,['reservation'],['negative']
3366,"Food शानदार है, rich pastas और fresh doughy pizza है।",3,"['Food', 'pastas', 'pizza']","['positive', 'positive', 'positive']"
3073,"Food बहुत अच्छा था, लेकिन वह नहीं जिसे मैं इस world से बाहर consider करुंगा। ",1,['Food'],['positive']
3303,मैंने Lobster Bisque खाया था इसमें Main Lobster के 2 oz थे।,2,"['Lobster Bisque', 'Main Lobster']","['positive', 'positive']"
1299,"मैं Indian हूँ, और मैंने NY मैंने बहुत से Indian places try किया है।",0,[],[]
704,"Pad Thai try करें, यह शानदार है और prices बहुत ही cheap हैं!",2,"['Pad Thai', 'prices']","['positive', 'positive']"
2488,"Recent Saturday night को, मैं Bread Bar में 5 के group के साथ था।",0,[],[]
1839,Food शानदार और inexpensive है।,1,['Food'],['positive']
1756,Price बहुत ही reasonable है।,1,['Price'],['positive']
29,"Dessert - missed नहीं कर सकते है, इसलिए room save करें!!!",1,['Dessert'],['positive']
484,"यह little confusing हो सकता है कि कोई कहाँ order करने जा रहा है, लेकिन एकबार जब food order हो गया, तो आप वहां traet के लिए हैं।",1,['food'],['positive']
1993,"एक अच्छा sense of humor रखो, एक बिना limit का एक American express card, जो lollipop के साथ चलता है, hand में gift bag और alain द्वारा show ko road पर उतारने के लिए पर्याप्त marketing materials के साथ।",0,[],[]
2574,Ingredients organic हैं जो मेरे लिए real में plus हैं।,1,['Ingredients'],['positive']
3595,यह इतना bad था कि मैंने food के लिए pay करने से refused कर दिया।,1,['food'],['negative']
1097,मैंने इस spot को किसी को recommend किया जो reasonable prices पर अच्छे cuisine enjoy करता है।,2,"['cuisine', 'prices']","['positive', 'positive']"
2844,यह NYC में अब तक का मेरा favorite restaurant है और मैं बस यही wish करता हूँ कि थोड़ा ज्यादा affordable हो ताकि मैं अक्सर जा सकूँ!,0,[],[]
2692,"Staff बहुत attentive था, ambience प्यारा, और food कमाल का था।",3,"['Staff', 'ambience', 'food']","['positive', 'positive', 'positive']"
2590,"मुझे अच्छा लगता है जब restaurants को लगता है कि fancy expensive ingrediants का उपयोग cuisine को शानदार food बनाता है, जबकि यह भी नहीं पता कि उन्हें कैसे use करना है।",3,"['ingrediants', 'cuisine', 'food']","['positive', 'positive', 'positive']"
71,Pizza और wine शानदार थे - और service भी -- लेकिन really में जो इस place को बनाता था वो backyard dining area था।,4,"['Pizza', 'wine', 'service', 'backyard dining area']","['positive', 'positive', 'positive', 'positive']"
1584,FRANKENSTEIN SHOW सबसे अच्छा था।,0,[],[]
2957,"Waiters अच्छे हैं, food स्वादिष्ट है और bill कभी भी बहुत large नही आता है।",3,"['Waiters', 'food', 'bill']","['positive', 'positive', 'positive']"
2235,"Thai के fan के रूप में, मैंने NY में कुछ अलग restaurants try किया है और यह निश्चित रूप से worst था। ",0,[],[]
3633,"Service शानदार थी, वे आपको family की तरह treat करते हैं।",1,['Service'],['positive']
2696,"हम सभी के पास tasting menu था और कुछ दूसरे reviews से अलग, मुझे feel हुआ कि वहां कुछ enough food से ज्यादा था।",2,"['menu', 'food']","['positive', 'positive']"
2004,"मैं बहुत special occasion के लिए definitely वापस जाऊंगा, लेकिन regular fine dining के लिए नहीं।",1,['dining'],['neutral']
644,"अच्छी तरह से व्यवहार करने वाले, pleasant staff जो Tony के पास उसके employee में है।",1,['staff'],['positive']
2007,Flavors robust और कोमल हैं।,1,['Flavors'],['positive']
723,मैं यहां अपने friend के birthday के लिए आया था और तब से वापस आ रहा हूं। ,0,[],[]
314,"कुल मिलाकर कह सकता हूँ कि $2 pints happy hours के दौरान है और कुछ cheapest oysters आपको city में मिलेंगे, जबकि कुछ की quality best होगी।  ",2,"['oysters', 'quality']","['positive', 'positive']"
3107,"मैं खाने के लिए कभी भी table का wait नहीं करूंगा, यह उतना great नहीं है।",1,['table'],['neutral']
580,"tiramisu chocolate cake, के साथ conclud किया है, दोनों स्वादिष्ट थे।",1,['tiramisu chocolate cake'],['positive']
1295,Counter service खराब है।,1,['Counter service'],['negative']
1590,मैंने Jekyll और Hyde पर शानदार time बिताया।,0,[],[]
2701,"यहाँ Service शानदार थी, food भी fantastic था।",2,"['Service', 'food']","['positive', 'positive']"
2514,"यदी आप neighborhood में नहीं रहते हैं तो यह थोड़ा सामान्य से अलग है, लेकिन आपके उस trip के योग्य है।",0,[],[]
1001,"यह शानदार place towners को लाने के लिए, और sunset देखने के लिए perfect है। ",0,[],[]
906,मेरे first dinner के बाद से मुझे Orsay 3x में brunch करने का chance मिला है।,2,"['dinner', 'brunch']","['neutral', 'neutral']"
758,"आप decore के लिए बहुत अधिक pay करेंगे, लेकिन food NY में अन्य Chinese और Asian fusion places की तुलना में better या worse नहीं है।",2,"['decore', 'food']","['negative', 'neutral']"
899,Food और service ठीक था।,2,"['Food', 'service']","['neutral', 'neutral']"
1349,"एक romantic evening के लिए शानदार है, या friends के साथ एक fun evening के लिए भी...",0,[],[]
934,Lamb meat under-cooked और बिलकुल CHEWY था।,1,['Lamb meat'],['negative']
2199,अब तक का best pad thai जो मैंने खाया है।,1,['pad thai'],['positive']
188,"Time के साथ, food quality में काफी कमी आई है, यह जितना होता था उससे बहुत कम crowded है, और service निश्चित रूप से इस reason का एक part है।",2,"['food quality', 'service']","['negative', 'negative']"
1748,शानदार pizza और कमाल की service है।,2,"['pizza', 'service']","['positive', 'positive']"
949,हम outside बैठे थे और waiter ने मुझ पर और मेरी date पर red wine और hot tea spill कर दी।  ,4,"['waiter', 'red wine', 'hot tea', 'outside']","['negative', 'neutral', 'neutral', 'neutral']"
390,मैं next time किसी oil के लिए नहीं कहूँगा।,1,['oil'],['negative']
885,"जबकि यह बहुत cute French way से एक pretty place है, food insultingly horrible था।",2,"['place', 'food']","['positive', 'negative']"
1428,मैं वहां lunch के लिए गया था और यह उतना अच्छा नहीं था जितना मैंने read किए हुए reviews से expect किया था।,1,['lunch'],['neutral']
826,मैं वास्तव में नहीं जानता था कि Grand Central के main hall को देखने वाले restaurant के लिए क्या expect किया जाए।,0,[],[]
1053,उस yucky whipped stuff में से कोई भी नहीं।,0,[],[]
1639,"Wine list शानदार नहीं है, और desserts को Bruno's के street के नीचे से ship किया जाता है, जो उतना good नहीं है जितना हुआ करता था ",2,"['Wine list', 'desserts']","['negative', 'negative']"
1417,मैंने एक Lassi order किया और 4 times उससे इसके लिए पूछा लेकिन कभी नहीं मिली।,1,['Lassi'],['neutral']
3159,उनकी coffee भी बहुत अच्छी है।,1,['coffee'],['positive']
190,मैं इस place को किसी को भी recommend नहीं करूंगा।,0,[],[]
363,"शानदार wine list (italian), अच्छा food, शुरुवात में service अच्छी थी।",3,"['wine list', 'food', 'service']","['positive', 'positive', 'conflict']"
2856,"इस fact के बावजूद कि space large है, उन्होंने tables से floor overcrowded कर दिया।",2,"['space', 'tables']","['positive', 'negative']"
1811,"मैं जानता हूँ, आप अपनी vintage tee shirt और looking bored दिखाने में बहुत busy थे लेकिन मेरा agenda, मैं यहाँ खाने और अपने friends की company को enjoy करने और शानदार experiance कर रहा हूँ।",0,[],[]
1030,"जैसा कि service होता है, waitresses नियमित रूप से friendly नहीं थीं, लेकिन उन्होने काम करवा दिया।",2,"['service', 'waitresses']","['conflict', 'conflict']"
2838,"वे कम से कम में helpful नहीं हैं और आप इस time तक के आस-पास grand run पाएंगे, जब तक कि आपके आस-पास की event date न केवल इस place को चुनने का पछतावा होगा, बल्कि hostile भी हो जाएगा!",1,['place'],['negative']
3149,मैंने उससे जो dish request किया था उसे उसके finally वापस लाने के पहले मुझे उससे three times पूछना पड़ा।,1,['dish'],['neutral']
2780,"Normally वह improper होगा, जबकि वे सभी delicious थे और मेरे host ने complain नहीं किया।",1,['host'],['neutral']
1782,Taxan delicious!,1,['Taxan'],['positive']
403,"शायद यह एक off night था, लेकिन यह 9.3 के लिए एक suprisingly average था।",0,[],[]
3696,"NYC में दूसरे places की तरह आपको जो sandwiches चाहिए वे एक triple-decker में आते हैं, यहाँ आपको reasonably-sized portion (और price) में वो मिल सकता है जो आप चाहते हैं।",3,"['sandwiches', 'price', 'portion']","['negative', 'positive', 'positive']"
3419,"Southern Indian cuisine वहाँ, अभी भी है।",1,['Southern Indian cuisine'],['neutral']
468,"Restaurant snobs के लिए परेशान नहीं होना है, यह small, और neighborhood जैसा place है।",1,['place'],['positive']
2876,Dozens of times जा चुका हूँ और experience को enjoy करने में कभी fail नहीं हुआ। ,0,[],[]
2655,वे ऐसा salad भी नहीं बना सकते थे जो appealing हो।,1,['salad'],['negative']
3570,Tip वाले दो people के लिए $25 bucks से कम था।,1,['Tip'],['neutral']
2129,Killer Sushi!,1,['Sushi'],['positive']
206,बिलकुल इसके इतने packed होने का reason है क्योंकि food बहुत delicious है।,1,['food'],['positive']
3038,"Staffs उतने friendly नहीं है, लेकिन taste सभी को cover करता है।",2,"['Staffs', 'taste']","['negative', 'positive']"
3365,Jukebox Italian Opera से The Strokes तक सबकुछ play करता है।,1,['Jukebox'],['positive']
3708,और मैं बहुत से NYC delis गया हूँ।,0,[],[]
2068,यह place हमेशा packed रहता है।,0,[],[]
1102,ज़्यादातर time यह लगता है कि वे आपके बारे में care नहीं करते हैं।,0,[],[]
2742,Plus उन्होने एक perfect martini बनायी है।,1,['martini'],['positive']
278,मैं sure नहीं हूँ कि मैं इस food को यहाँ Indian कहूंगा क्योंकि यह एक Indian या exotic touch के साथ French लगता है।,1,['food'],['neutral']
3183,मैंने बहुत times thai खाया है और मैं cuisine से बहुत familiar हूँ।,1,['cuisine'],['neutral']
817,The waiter was attentive.,1,['waiter'],['positive']
2214,मैं city में इस restaurant को try out करने आयी क्योंकि एक friend ने इसे मेरे husband को recommend किया था।,0,[],[]
2261,"उनके sake list extensive थे, लेकिन हम Purple Haze की खोज में थे, जो listed नहीं था लेकिन हमारे लिए request करने पर बनाया गया था।",2,"['sake list', 'Purple Haze']","['positive', 'conflict']"
2772,"Tables crammed के काफी close है, menu किसी Italian restaurant जैसा typical है, और wine list simply overpriced है।",3,"['Tables', 'menu', 'wine list']","['negative', 'neutral', 'negative']"
3458,"कुल मिलाकर एक wonderful experience, वापस आने का wait नहीं कर सकता हूँ।",0,[],[]
2979,Food वास्तव में aweful था।,1,['Food'],['negative']
3344,"B.O.G में twenty times dining के बाद अब, यह official है!",0,[],[]
2399,उनको free appetizer के साथ served किया गया और lunch के लिए portions शानदार है।,4,"['appetizer', 'portions', 'served', 'lunch']","['positive', 'positive', 'neutral', 'neutral']"
3520,Actually space सांस लेने के लिए है और decor intimate dinner के लिए एक tone set करता है।,3,"['space', 'decor', 'dinner']","['positive', 'positive', 'neutral']"
2263,"हम एक friday को लगभग 9:30 पर गए और यह तब तक थोड़ा सा died down हो गया था, इसलिए service बहुत great थी!",1,['service'],['positive']
1902,मैं और मेरे husband दोनों ने Steak medium order किया।,1,['Steak'],['neutral']
341,"इसके अलावा, rice में कोई seasoning नहीं था, इसलिए sushi bland और disgusting था।",3,"['rice', 'sushi', 'seasoning']","['negative', 'negative', 'negative']"
1649,इस place पर वाकई fresh sushi और Japanese classic cuisine का एक अच्छा large menu उपलब्ध है।,3,"['sushi', 'menu', 'Japanese classic cuisine']","['positive', 'positive', 'positive']"
1195,Sushi average है और prices कुछ भी है लेकिन।,2,"['Sushi', 'prices']","['neutral', 'neutral']"
3247,"मेरी wife और मैंने भी इस spinach के, Shanghai low main और दुसरे attractions का आनंद लिया।",2,"['spinach', 'Shanghai low main']","['positive', 'positive']"
1693,Owner को इस website पर खुद को credit देने के लिए जरुर आना चाहिए।,1,['Owner'],['neutral']
1496,पता चला कि upstairs full service थी और बैठ गया।,1,['service'],['positive']
918,I would go back.,0,[],[]
1653,Definitely वापस आएंगे।,0,[],[]
2387,बहुत से dim sum orders के लगभग 6-8 pieces थे।,1,['dim sum orders'],['neutral']
3326,मैं sure नहीं हूँ कि क्यों ये reviewers बहुत जीत रहे हैं।,0,[],[]
3388,वे thai जीवन के तरीकों से जीते हैं।,0,[],[]
722,"मुझे ambience पसंद है, यह बहुत dark और original है।",1,['ambience'],['positive']
57,कुछ अनोखा नहीं NYC gimmick theme restaurant है।,0,[],[]
832,हम Grand Central को explore कर रहे थे और food court में खाना नहीं चाहते थे।,0,[],[]
3685,कुल मिलाकर money के लिए worth नहीं था।,1,['money'],['negative']
346,यह place prices के लायक नहीं है।,1,['prices'],['negative']
2672,हमने एक drink के बाद छोड़ दिया।,1,['drink'],['neutral']
295,जो कुछ भी हुआ वह mediocre भी नहीं था।,0,[],[]
3296,हम last time वहाँ कुछ weeks पहले 5pm बजे जल्दी ही गए थे और यह बहुत crowded और noisy था।,0,[],[]
1231,एक bagel लो जो bagels city में सबसे अच्छा हो।,1,['bagels'],['positive']
1676,"आप atmosphere के लिए pay कर रहे हैं, जो nice है, लेकिन Bay Ridge में कई places पर हो सकता है।",1,['atmosphere'],['conflict']
2547,इसे Gnochi alla nona बुलाया जाता है और यह Chef Specials के नीचे मिलता है।,0,[],[]
72,यह सबसे अच्छे outdoor restaurant में से एक है जिसे मैंने NY में कभी देखा है - मैं Italy से हूं और यह place मेरे country के लोगों को टक्कर देती है।,0,[],[]
3666,"हां, आपको बैठने के लिए wait करना होगा और क्योंकि यह small है इसलिए कोई waiting area नहीं है और bar में seat पूरी तरह से ले ली गई थी।",4,"['waiting area', 'seat', 'bar', 'wait']","['negative', 'negative', 'neutral', 'negative']"
2210,"पिछले 2 times से मैंने यहाँ से order किया कि मेरा food बहुत spicy था कि उसे मुश्किल से खा सका, और spice ने dish का flavor को गायब कर दिया। ",4,"['food', 'flavor', 'dish', 'spice']","['negative', 'negative', 'negative', 'negative']"
1699,Fried dumplings शानदार हैं।,1,['Fried dumplings'],['positive']
147,इस place में city की सबसे अच्छी Chinese style की BBQ ribs हैं।,1,['BBQ ribs'],['positive']
2051,मैं यहाँ बहुत times आ चुकी हूँ waiters मेरा name जानते हैं।,1,['waiters'],['neutral']
862,Decor बहुत ही simple लेकिन आरामदायक है।,1,['Decor'],['conflict']
1920,"जब से यह पहली बार East Village में आया है, तब से मैं Tasting Room में बार-बार आ रहा हूं और मैं कभी disappoint नहीं हुआ।",0,[],[]
3638,"हमने figure किया कि हमारे पास पहले कभी Argentinian Pizza नहीं था, इसलिए हमने वहां अपना lunch grab किया, एक large Pelligrino को share करते हुए, उनके two  specials में से एक pizza, एक goat cheese दूसरे blue cheese, और दोनों ही excellent थे।",6,"['Argentinian Pizza', 'lunch', 'Pelligrino', 'pizza', 'goat cheese', 'blue cheese']","['neutral', 'neutral', 'positive', 'positive', 'positive', 'positive']"
54,Heartland Brewery आपके day को start या finish करने का एक शानदार तरीका है।,0,[],[]
3088,Kamasutra और bombay cosmopolitan शानदार है और आपको कुछ ही time में यह tipsy कर देंगे।,2,"['Kamasutra', 'bombay cosmopolitan']","['positive', 'positive']"
3364,Williamsburg couples के लिए यह एक perfect date spot है।,1,['date spot'],['positive']
2083,Dim sum यहाँ केवल so-so है।,1,['Dim sum'],['neutral']
1245,"Rain हो रही थी, और हम figure किया कि क्यों नहीं।",0,[],[]
1411,"$6 और बहुत tasty food है, यह सब fresh और लगातार refill किया हुआ है।",1,['food'],['positive']
1566,"बस straight up सस्ता, अच्छा food।",1,['food'],['positive']
2103,Fresh उबाला है इसलिए आपके table पर hot hot hot लाया हूँ।,0,[],[]
2991,Steak बहुत fatty और sauce बहुत overpowering और बहुत tasty नहीं था।,2,"['Steak', 'sauce']","['negative', 'negative']"
2268,मेरी केवल एक problem है कि आप literally अपने बगल के people ऊपर बैठे हो। ,0,[],[]
3609,और affordable है।,0,[],[]
2146,"Staff आपको home जैसा feel कराते हैं, food शानदार है और atmosphere कमाल का है।",3,"['Staff', 'food', 'atmosphere']","['positive', 'positive', 'positive']"
2438,मुझे actually feel होता है कि मुझे इसे secret रखना चाहिए।,0,[],[]
2474,Food ठीक है - कुछ stuff अच्छे हैं - कुछ नहीं हैं (steak dish के जैसे है जो dry हो जाते हैं)।,2,"['Food', 'steak dish']","['conflict', 'negative']"
1148,"ना केवल मैं Jimmy's restaurants को friends को recommend नहीं करूंगा, मैं strongly suggest करूंगा कि वो कहीं भी जाएँ लेकिन।",0,[],[]
2714,उनके पास बहुत diverse menu है इसलिए यह सभी के लिए कुछ न कुछ है।,1,['menu'],['positive']
2145,I love going there!,0,[],[]
2635,अगर मैंने try किया तो मैं OG को और अधिक recommened नहीं कर सकता - इसे खुद से देखें।,0,[],[]
2614,"यह वह first place था जिसे हमने New York की अपनी first trip पर खाया था, और जब हम New York की अपनी next trip पर town से बाहर निकलते हैं तो यह last place होगी।",0,[],[]
3072,Service बहुत prompt थी लेकिन थोड़ी rushed थी।,1,['Service'],['conflict']
1718,"शानदार food, शानदार decor, शानदार service।",3,"['food', 'decor', 'service']","['positive', 'positive', 'positive']"
2207,"और, जबकि tables हमारे बगल में खुले हुए हैं और हमने थोड़े larger space के लिए पूछा, उन्होने हमें awkardly बैठा हुआ छोड़ा।",2,"['tables', 'space']","['neutral', 'neutral']"
3095,"Palak paneer standard था, और मैं malai kofta का fan नहीं था।",2,"['Palak paneer', 'malai kofta']","['neutral', 'neutral']"
2002,मैंने Alain Ducasse के Monte Carlo restaurant में उसी excellent dining experiance को आधे price में dine किया है।,2,"['dining', 'price']","['positive', 'positive']"
441,"हाँ, कभी-कभी service slow हो सकती है।",1,['service'],['negative']
2948,कोई ambiance नहीं था।,1,['ambiance'],['negative']
474,"अपना money बचाओ और calories waste मत करो, उसके बजाय Washington Street के Margharita's में जाओ, उनका food शानदार और service कमाल की है।",2,"['food', 'service']","['positive', 'positive']"
3662,Service बिना overbearing हुए attentive थी और हर dish जो हमने कोशिश की वो spring rolls के cod with pineapple tempura के साथ शानदार थी।,4,"['Service', 'dish', 'spring rolls', 'cod with pineapple tempura']","['positive', 'positive', 'positive', 'positive']"
1165,लेकिन मेरा trust कीजिये यह इसके बहुत लायक है।,0,[],[]
1669,यह place tourists या किसी और के लिए नहीं है जिसने कभी Bay Ridge में dine नहीं किया है।,0,[],[]
1816,सही sopt है। ,0,[],[]
2471,"केवल एक weird चीज यह थी कि जब हमने एक bottle लिया, waitress ने उसे simply glass price X4 से multiply किया, जिसका कोई sense नहीं बनता है।",3,"['bottle', 'waitress', 'price']","['neutral', 'negative', 'negative']"
1192,"वे special sushi, सभी topping, sauce और इत्यादि के साथ sell करते हैं।",3,"['sushi', 'sauce', 'topping']","['positive', 'positive', 'positive']"
1373,तब तक try मत करो जबतक तुम वहाँ बाँकी सभी hipsters की तरह hang out नहीं करते जिनका कोई sense of taste दिखायी नहीं पड़ता है।,1,['taste'],['negative']
936,वे दुबारा कभी भी अपना glasses refill करने के लिए फिर नहीं आए।,0,[],[]
2686,"Place small और intimate है और आप सायद थोड़ा crowded feel कर सकते हैं, लेकिन service excellent है और friends के साथ एक romantic date या एक special occassion पर जाने के लिए शानदार है।",2,"['service', 'Place']","['positive', 'negative']"
1952,Service शानदार थी और food स्वादिष्ट थे। ,2,"['Service', 'food']","['positive', 'positive']"
917,Service भी बहुत अच्छी थी।,1,['Service'],['positive']
1325,"मैं अपनी girlfriend को उसके birthday के लिए last night वहाँ ले गया और हमने relax किया, और वास्तव में meal अच्छा था।",1,['meal'],['positive']
3016,"मैं इस portions के साथ बहुत disappointed नहीं हुंगा यदि उसेको make up करने के लिए qualities बहुत good enough नहीं होगी, लेकिन वो नहीं था।",2,"['portions', 'qualities']","['negative', 'negative']"
1297,"वे times पर rude होते हैं, और बहुत friendly नहीं हैं।",0,[],[]
1528,मैं neighborhood में Nosh पाकर बहुत खुश हूँ और food बहुत comforting है।,1,['food'],['positive']
1162,"अच्छा atmosphere है, सभी combinations के hottest music dress code केवल friday को छोड़कर strict हैं। ",3,"['atmosphere', 'music', 'dress cod']","['positive', 'positive', 'negative']"
411,"वे kindly देखने के लिए ज्यादा लाते हैं यदि यह अच्छा था, लेकिन यह नहीं था!",0,[],[]
2796,Food पसंद है।,1,['Food'],['positive']
3634,मैं किसी को भी Nina's highly recommend करता हूँ जो एक heart warming surrounding में candles और family pictures के साथ एक romantic dinner करना चाहता है। ,4,"['candles', 'dinner', 'surrounding', 'pictures']","['positive', 'positive', 'positive', 'positive']"
822,सभी desserts के group ने favorable reviews पाने की कोशिश की।,1,['desserts'],['positive']
2256,यहाँ ऊपर के sipping sake के east side style में कुछ smooth है।,1,['sake'],['positive']
2321,यह relax और conversation के लिए एक अच्छा place है।,1,['place'],['positive']
3289,यह place new york area में सबसे अच्छा japanese retaurant होना चाहिए। ,0,[],[]
2611,अब तक का best Reuben sandwich! ,1,['Reuben sandwich'],['positive']
1716,Lucky Strike एक bite grab करने के लिए एक शानदार casual place है।,1,['place'],['positive']
969,हल्के ताज़े summer rolls (बिना fried) मुझे Paris में Vietnamese places की याद दिलाता है।,1,['summer rolls'],['positive']
407,Sushi काफी ताज़ी और adequately proportioned दिखती थी।,1,['Sushi'],['positive']
1507,moral stay away.,0,[],[]
922,लेकिन service थोड़ी slow थी।,1,['service'],['negative']
1060,Spreads और toppings शानदार हैं - हालाकि थोड़े priecy हैं।,2,"['Spreads', 'toppings']","['positive', 'positive']"
352,"जब मैंने देखा कि उनके website का link da Ciro से Napoli का है, मैं जान गया कि वहाँ का pizza अच्छा होने वाला था।",1,['pizza'],['positive']
888,किसी ने नहीं पूछा कि क्या wrong था क्योंकि हमने अपने plates में बिना कुछ छूए छोड़ दिया। ,1,['plates'],['neutral']
2121,Indoor बहुत आरामदायक और cute था।,1,['Indoor'],['positive']
559,हमारे पास 3 hours का brunch था - वे बिलकुल भी आपसे जल्दी नहीं करते- और वो unlimited mimosas flowing को पूरे time तक चलाते हैं।,2,"['brunch', 'mimosas']","['positive', 'positive']"
1302,और उनके prices बहुत high हैं - वे actually सोचते हैं कि वे इस तरह के terrible food और service के लिए इस तरह के prices charg कर सकते हैं!,4,"['prices', 'prices', 'food', 'service']","['negative', 'negative', 'negative', 'negative']"
3262,वे terrific हैं!!,0,[],[]
588,"Service शानदार थी, food शानदार था, लेकिन सारा experiance बहुत cool था।",2,"['Service', 'food']","['positive', 'positive']"
527,"शानदार spot, भले ही कुछ drinks या quiet dinner की तलाश हो।",3,"['drinks', 'dinner', 'spot']","['positive', 'positive', 'positive']"
2478,बस small dishes के साथ stick रहो,1,['dishes'],['negative']
945,"Cafe खुद ही comfortable outdoor chairs और tables के साथ बहुत अच्छा था, लेकिन service और भी better हो सकती थी।",4,"['Cafe', 'outdoor chairs', 'tables', 'service']","['positive', 'positive', 'positive', 'negative']"
1642,"मैं 10 years से जा रहा हूं, slow staff के साथ मुझे शायद ही कभी कोई problem हुई हो। ",1,['staff'],['positive']
1766,Food शानदार है।,1,['Food'],['positive']
2275,यह place wall में एक literal hole है जोकि Doyers Chinatown में Pell St (barber's alley) के अंदर दफन है। ,0,[],[]
1233,They outshine HH.,0,[],[]
983,"दोनों बहुत ही (लगभग dinner के लिए $8 और lunch के लिए $5) reasonably priced, और delicious और filling हैं।",3,"['priced', 'dinner', 'lunch']","['positive', 'positive', 'positive']"
2928,Prune में problem कुछ नहीं बस याद रखने के लिए है,0,[],[]
2571,"Ambience बहुत cute और quaint है, business के लिए अच्छा है हालाकि हम वहाँ vacation पर थे।",1,['Ambience'],['positive']
2122,"Portion sizes जो यहाँ हैं huge हैं, और sushi अच्छी है।",2,"['Portion sizes', 'sushi']","['positive', 'positive']"
659,बस wish है वे expand करेंगे।,0,[],[]
2350,मेरे boyfriend ने tuna खाया और यह बढ़िया से cooked था। ,1,['tuna'],['positive']
1119,"यह pad thai और tom yum soup के लिए expected menu नहीं था, लेकिन मैंने सोचा कि place को इतना special किसने बनाया।",3,"['menu', 'pad thai', 'tom yum soup']","['neutral', 'neutral', 'neutral']"
1158,Restaurant में अच्छा food है (लेकिन अगर आप अपनी date को impress करना चाहते हैं तो थोड़ा expensive है)।,1,['food'],['positive']
463,हम pleasantly surprised थे।,0,[],[]
3457,जिस moment से हम अंदर आयें है place packed होने के बावजूद वो ज्यादा accomodating हो रहे थे।,1,['place'],['negative']
3473,"यह LOUD, HOT और DARK है।",0,[],[]
938,"मैं जब भी वहाँ गया मुझे हमेशा food, service और value exceptional मिला।",3,"['food', 'service', 'value']","['positive', 'positive', 'positive']"
3177,हमने इस Thai place पर reviews को follow कर के खाया है लेकिन foods से बहुत unhappy थे।,1,['foods'],['negative']
2931,"Food वाकई अच्छा है, लेकिन मैं थोड़ा disappoint हो गया।",1,['Food'],['positive']
3017,"मैं 100 lb girl हूँ, dinner के पहले एक glass of wine और एक glass of beer ली थी, और मैं मेरे इस plate के visit के बाद भी भूखी थी!",3,"['glass of wine', 'glass of beer', 'dinner']","['neutral', 'neutral', 'neutral']"
2785,सभी Italian staff warm हैं और start से engage कर रहे हैं।,1,['staff'],['positive']
1946,Village उन places में से है जो सभी front पर score करता है।,0,[],[]
1638,इस caliber के food के लिए prices ख़ासकर reasonable हैं।,2,"['prices', 'food']","['positive', 'positive']"
3482,मैं consistently अच्छे food और आसानी से getting a table के कारण regular रहता हूँ।,2,"['food', 'getting a table']","['positive', 'positive']"
695,"Wait नहीं कर सकता हूं, मेरे next visit का wait कीजिये।",0,[],[]
2807,इस place पर अब तक के सबसे अधिक Japanese मिले हैं।,1,['place'],['positive']
3120,"Food अच्छा है, मैं झूठ नहीं बोल सकता हूं",1,['Food'],['positive']
3590,"बहुत शानदार food है, इसे खा सकते हैं एक से ज्यादा person खा सकते हैं।",1,['food'],['positive']
1534,"मैंने expect नहीं किया था कि मुझे Nosh उतना अच्छा लगेगा, लेकिन जो pastrami on challah sandwich मैंने खाया वो otherworldly था, soups Mom's जैसा है, और जो knishes अपने money के लिए एक Yonah Schimmel's का run देती हैं।",3,"['pastrami on challah sandwich', 'soups', 'knishes']","['positive', 'positive', 'positive']"
1778,"Atmosphere कुछ ज्यादा special नहीं है, लेकिन यह Tokyo में Sushi establishment की तरह feel होता है।",1,['Atmosphere'],['neutral']
3071,आरामदायक romantic atmosphere जो केवल अधिकतर 15 tables तक है।,2,"['atmosphere', 'tables']","['positive', 'positive']"
47,मगर इस place पर केवल उनके beer के लिए जाना worth है।,1,['beer'],['positive']
2995,मुझे really दोनों scallops और mahi mahi (on saffron risotto -yum!) पसंद हैंं।,2,"['scallops', 'mahi mahi (on saffron risotto']","['positive', 'positive']"
2215,"Ambience बहुत मजेदार था, और prices शानदार था, सभी fact के बावजूद food बहुत tasty था।",3,"['Ambience', 'prices', 'food']","['positive', 'positive', 'positive']"
2100,"Go Go Hamburgers मत खाइये,  भले reviews चाहे जो भी कहे।",1,['Go Go Hamburgers'],['negative']
479,Sandwhiches इस world से बाहर के हैं!,1,['Sandwhiches'],['positive']
1733,Decor खूबसूरत है।,1,['Decor'],['positive']
1885,Food बहुत अच्छे से prepared था।,1,['Food'],['positive']
1358,हालाकि अच्छी price के लिए वास्तव में स्वादिष्ट spring rolls और noodles हैं।,3,"['spring rolls', 'noodles', 'price']","['positive', 'positive', 'positive']"
334,Food great था और यहां तक कि service भी better थी।,2,"['Food', 'service']","['positive', 'positive']"
3581,मेरा son और उसकी girlfriend दोनों cheeseburgers चाहते थे और वे huge थे।,1,['cheeseburgers'],['positive']
2435,मैं वाकई बहुत ही सदा Unda (Egg) rolls recommend करता हूँ।,1,['Unda (Egg) rolls'],['positive']
